"[1, 12.074278546763981, 0.1736102564102564]"
"[2, 15.608495235701936, 0.1807128205128205]"
"[3, 17.31039039834959, 0.16244615384615385]"
"[4, 18.215016429185862, 0.1724923076923077]"
"[5, 18.847159462926317, 0.16754871794871795]"
"[6, 19.233492948173378, 0.17961538461538462]"
"[7, 19.486478402231256, 0.18573333333333333]"
"[8, 19.674279191793726, 0.19183076923076922]"
"[9, 19.78339889270851, 0.1745846153846154]"
"[10, 19.87167600265605, 0.1806051282051282]"
"[11, 20.08938008708381, 0.18672307692307694]"
"[12, 20.232771289427774, 0.16843589743589743]"
"[13, 20.34061507360056, 0.18164102564102563]"
"[14, 20.315416675605046, 0.16437948717948717]"
"[15, 20.285888119675562, 0.18883333333333333]"
"[16, 20.232993457682642, 0.18771794871794872]"
"[17, 20.19516688474147, 0.16843589743589743]"
"[18, 20.289888017665728, 0.17758974358974358]"
"[19, 20.29596104500058, 0.18874615384615384]"
"[20, 20.31046715496189, 0.17654871794871796]"
"[21, 20.36689210391596, 0.18569230769230768]"
"[22, 20.375653890622285, 0.16738461538461538]"
"[23, 20.431044100971285, 0.17556410256410257]"
"[24, 20.494279029125085, 0.18874615384615384]"
"[25, 20.519928195025667, 0.1745205128205128]"
"[26, 20.550114173667986, 0.18164102564102563]"
"[27, 20.567841539864016, 0.16332307692307693]"
"[28, 20.61401392692597, 0.17863076923076923]"
"[29, 20.629521466475378, 0.18771794871794872]"
"[30, 20.653302511262588, 0.17046410256410258]"
"[31, 20.690019951964672, 0.18156923076923076]"
"[32, 20.683280353613426, 0.16417179487179487]"
"[33, 20.711466055894597, 0.18053846153846154]"
"[34, 20.735864183504916, 0.15804102564102565]"
"[35, 20.754676814399048, 0.16626923076923078]"
"[36, 20.765399952274187, 0.1519102564102564]"
"[37, 20.79165480668219, 0.1652205128205128]"
"[38, 20.82418507702729, 0.1723846153846154]"
"[39, 20.82230022081871, 0.15909743589743588]"
"[40, 20.843680628539797, 0.16935384615384616]"
"[41, 20.86803828776049, 0.18466153846153846]"
"[42, 20.866062483755314, 0.16626923076923078]"
"[43, 20.885267052583767, 0.17243333333333333]"
"[44, 20.900588961179768, 0.15917435897435897]"
"[45, 20.910851440846344, 0.1704]"
"[46, 20.914306335012345, 0.18566153846153846]"
"[47, 20.873650196527638, 0.16528205128205128]"
"[48, 20.82200082683587, 0.1755076923076923]"
"[49, 20.765110410634716, 0.18263333333333334]"
"[50, 20.68908286957662, 0.1704]"
"[51, 20.62636556145432, 0.18263333333333334]"
"[52, 20.570344039597437, 0.18668974358974358]"
"[53, 20.510789478282334, 0.17243333333333333]"
"[54, 20.46421544230834, 0.1806051282051282]"
"[55, 20.4276626504974, 0.16738461538461538]"
"[56, 20.425604180557038, 0.1755076923076923]"
"[57, 20.432620958965273, 0.2529]"
"[58, 20.428751833906073, 0.16738461538461538]"
"[59, 20.449099897053223, 0.18263333333333334]"
"[60, 20.469482594253098, 0.16535384615384616]"
"[61, 20.488714852246442, 0.1694153846153846]"
"[62, 20.50765283308979, 0.18569230769230768]"
"[63, 20.52568171395524, 0.18771794871794872]"
"[64, 20.529632988169077, 0.17753846153846153]"
"[65, 20.53951004641945, 0.1643]"
"[66, 20.56021519027326, 0.1694153846153846]"
"[67, 20.56880102770326, 0.17956923076923076]"
"[68, 20.580677977773654, 0.16836666666666666]"
"[69, 20.601719907217017, 0.17144615384615386]"
"[70, 20.607574189266508, 0.18366666666666667]"
"[71, 20.615962069301155, 0.16843589743589743]"
"[72, 20.633040303563604, 0.1898153846153846]"
"[73, 20.627783805962405, 0.16851538461538462]"
"[74, 20.641910990182986, 0.16053333333333333]"
"[75, 20.659711224433043, 0.16552820512820512]"
"[76, 20.669537728916318, 0.16244615384615385]"
"[77, 20.675588735151617, 0.16966153846153847]"
"[78, 20.68308888603411, 0.16552820512820512]"
"[79, 20.69430818508612, 0.18078205128205127]"
"[80, 20.695631838955077, 0.1616]"
"[81, 20.708315842227634, 0.1778051282051282]"
"[82, 20.714347580655986, 0.1827948717948718]"
"[83, 20.707582243406236, 0.19183076923076922]"
"[84, 20.703414018850975, 0.1635076923076923]"
"[85, 20.699917712956523, 0.17869487179487178]"
"[86, 20.692759335224572, 0.19183076923076922]"
"[87, 20.68243738705091, 0.16754871794871795]"
"[88, 20.68711605589256, 0.18376923076923077]"
"[89, 20.69057466443782, 0.19183076923076922]"
"[90, 20.69541095473484, 0.17158974358974358]"
"[91, 20.70932817096056, 0.1898153846153846]"
"[92, 20.714867681981392, 0.16956923076923078]"
"[93, 20.728535048453438, 0.17563076923076923]"
"[94, 20.74606552062875, 0.18676666666666666]"
"[95, 20.757037942281272, 0.16543589743589743]"
"[96, 20.76443233852404, 0.1766076923076923]"
"[97, 20.781535935255192, 0.18775384615384616]"
"[98, 20.792405798679486, 0.17053846153846153]"
"[99, 20.796118914854738, 0.17863076923076923]"
"[100, 20.809201235030258, 0.18775384615384616]"
"[101, 20.81268428562967, 0.16746153846153847]"
"[102, 20.811840446378888, 0.18267692307692307]"
"[103, 20.81821156666505, 0.18878461538461538]"
"[104, 20.820505213362747, 0.17353846153846153]"
"[105, 20.82026496801153, 0.19285897435897437]"
